Email Address,Member Name,Role,Team,Squad,Timestamp,MOUs,Cold Calls,Followups
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-01-10T17:01:36+05:30,0,7,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-10T17:45:53+05:30,2,6,9
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-01-10T18:27:29+05:30,1,11,9
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-10T19:22:30+05:30,1,12,9
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-01-10T20:25:24+05:30,1,12,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-11T10:18:51+05:30,3,13,12
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-01-11T10:57:30+05:30,2,16,10
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-01-11T12:55:37+05:30,0,1,2
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-11T12:58:37+05:30,2,16,11
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-11T13:19:59+05:30,1,10,10
member42@exchangemarathon.com,Member 42,Support Associate,matching,Match Ops,2026-01-11T14:39:06+05:30,0,9,5
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-01-11T14:45:20+05:30,1,8,6
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-11T15:18:19+05:30,2,9,5
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-11T15:27:04+05:30,1,9,9
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-01-11T15:50:27+05:30,0,6,6
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-11T16:08:53+05:30,3,14,13
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-01-11T17:42:25+05:30,2,9,6
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-11T20:42:48+05:30,0,6,8
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-11T20:49:30+05:30,0,5,6
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-01-12T08:13:31+05:30,0,4,5
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-12T08:33:27+05:30,1,5,7
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-12T09:41:54+05:30,2,6,8
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-12T10:26:38+05:30,0,11,8
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-01-12T11:16:29+05:30,1,4,0
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-01-12T12:59:00+05:30,2,8,5
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-01-12T13:41:11+05:30,2,9,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-12T15:16:16+05:30,2,14,12
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-01-12T15:46:26+05:30,1,4,4
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-12T15:48:40+05:30,1,19,15
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-01-12T16:45:10+05:30,3,12,12
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-12T17:55:41+05:30,2,12,5
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-01-12T18:23:28+05:30,2,8,9
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-01-13T08:37:46+05:30,2,7,5
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-13T08:42:16+05:30,1,20,11
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-01-13T09:06:37+05:30,1,5,9
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-01-13T11:02:07+05:30,0,2,0
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-01-13T11:34:27+05:30,2,17,10
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-13T13:06:48+05:30,0,8,7
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-13T17:54:34+05:30,0,5,7
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-01-13T19:26:59+05:30,1,7,0
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-01-13T19:27:04+05:30,0,10,9
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-01-13T20:04:02+05:30,1,10,7
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-13T20:46:26+05:30,0,6,6
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-01-13T20:48:33+05:30,1,4,4
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-14T08:19:19+05:30,2,10,10
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-01-14T08:39:44+05:30,0,9,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-14T11:03:44+05:30,2,8,6
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-14T11:06:02+05:30,2,7,6
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-01-14T12:07:19+05:30,2,10,5
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-14T12:23:46+05:30,1,8,9
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-01-14T13:19:17+05:30,2,16,14
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-01-14T13:32:04+05:30,0,11,9
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-01-14T13:41:25+05:30,1,15,12
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-14T14:12:46+05:30,1,7,5
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-01-14T15:55:13+05:30,2,8,6
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-01-14T17:25:00+05:30,0,5,7
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-01-14T19:04:54+05:30,3,13,12
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-14T19:51:47+05:30,1,9,9
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-15T09:18:11+05:30,1,12,9
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-15T10:04:16+05:30,1,15,10
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-01-15T10:18:28+05:30,1,9,6
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-01-15T10:25:57+05:30,1,7,4
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-15T13:18:37+05:30,1,6,6
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-01-15T13:47:33+05:30,1,19,13
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-01-15T13:53:12+05:30,2,9,6
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-01-15T14:06:23+05:30,2,12,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-15T17:11:26+05:30,2,14,15
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-15T18:54:48+05:30,1,5,5
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-01-15T20:56:46+05:30,2,7,5
member12@exchangemarathon.com,Member 12,Team Member,b2b,B2B Hunters,2026-01-16T08:05:10+05:30,2,10,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-16T08:37:48+05:30,2,11,8
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-16T09:03:41+05:30,2,6,10
member30@exchangemarathon.com,Member 30,Activity Lead,matching,Match Makers,2026-01-16T09:03:45+05:30,2,10,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-16T10:34:46+05:30,1,7,6
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-01-16T13:32:23+05:30,2,12,12
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-01-16T14:31:18+05:30,1,7,10
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-16T14:52:39+05:30,2,17,11
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-01-16T15:17:49+05:30,1,4,5
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-16T15:51:36+05:30,1,9,5
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-16T17:29:57+05:30,3,14,14
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-16T18:33:58+05:30,2,9,9
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-17T08:46:30+05:30,1,10,9
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-17T10:40:26+05:30,1,7,6
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-17T12:00:04+05:30,1,9,5
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-17T12:59:16+05:30,1,5,7
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-01-17T13:13:44+05:30,3,12,13
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-01-17T14:35:36+05:30,1,10,9
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-01-17T14:35:41+05:30,1,11,8
member23@exchangemarathon.com,Member 23,Activity Lead,ir,IR Explore,2026-01-17T18:08:28+05:30,2,5,10
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-01-17T18:58:54+05:30,2,13,12
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-01-17T20:07:57+05:30,1,11,10
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-01-17T20:16:04+05:30,1,16,15
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-01-17T20:42:10+05:30,2,6,9
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-01-17T20:53:25+05:30,1,0,6
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-18T09:02:17+05:30,2,11,8
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-01-18T09:14:09+05:30,0,2,4
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-01-18T10:07:39+05:30,1,17,12
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-01-18T10:11:27+05:30,1,8,4
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-01-18T13:31:27+05:30,2,18,11
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-18T14:22:20+05:30,2,12,8
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-18T14:35:49+05:30,0,0,0
member19@exchangemarathon.com,Member 19,Project Coordinator,ir,IR Connect,2026-01-18T19:05:48+05:30,1,6,6
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-18T19:09:32+05:30,2,14,13
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-18T19:40:59+05:30,1,15,13
member08@exchangemarathon.com,Member 08,Support Associate,b2b,B2B Hunters,2026-01-18T19:47:08+05:30,1,9,9
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-18T20:04:37+05:30,1,7,10
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-01-18T20:35:57+05:30,1,5,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-18T20:44:53+05:30,2,8,7
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-01-19T08:44:52+05:30,0,7,7
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-01-19T08:45:02+05:30,2,10,6
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-01-19T08:56:29+05:30,1,12,10
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-19T11:47:13+05:30,1,10,10
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-01-19T13:02:11+05:30,1,10,5
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-01-19T16:54:46+05:30,3,18,12
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-19T18:28:22+05:30,0,8,2
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-19T19:37:33+05:30,2,9,7
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-19T20:12:40+05:30,1,14,10
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-01-19T20:36:54+05:30,1,7,5
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-19T20:40:39+05:30,1,20,12
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-20T09:09:41+05:30,0,8,9
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-01-20T09:29:27+05:30,1,16,12
member51@exchangemarathon.com,Member 51,Activity Lead,marcom,Marcom Sparks,2026-01-20T10:01:17+05:30,2,19,11
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-20T10:39:20+05:30,0,9,6
member53@exchangemarathon.com,Member 53,Team Member,marcom,Marcom Sparks,2026-01-20T11:03:22+05:30,1,7,6
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-01-20T15:07:39+05:30,1,1,6
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-01-20T16:04:03+05:30,1,0,1
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-20T17:18:43+05:30,1,8,10
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-20T17:32:41+05:30,1,12,5
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-20T18:07:54+05:30,2,7,10
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-20T18:48:52+05:30,2,12,8
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-01-20T19:39:30+05:30,2,15,13
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-01-21T08:01:24+05:30,0,2,5
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-01-21T08:08:03+05:30,0,0,2
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-01-21T10:29:46+05:30,0,12,8
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-21T11:19:58+05:30,2,19,14
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-21T11:32:08+05:30,2,12,10
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-01-21T12:04:49+05:30,2,7,9
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-01-21T13:00:31+05:30,1,8,6
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-21T15:59:59+05:30,2,10,6
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-01-21T16:56:50+05:30,1,14,15
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-01-21T18:40:52+05:30,1,10,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-21T20:12:51+05:30,0,8,10
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-21T20:28:40+05:30,1,10,7
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-22T08:55:53+05:30,2,10,7
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-22T09:59:49+05:30,0,11,9
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-22T11:05:51+05:30,0,7,10
member02@exchangemarathon.com,Member 02,Support Associate,b2b,B2B Titans,2026-01-22T11:13:06+05:30,0,10,8
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-22T12:33:13+05:30,3,17,11
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-22T14:31:39+05:30,1,12,8
member14@exchangemarathon.com,Member 14,Support Associate,b2b,B2B Hunters,2026-01-22T14:32:40+05:30,2,8,6
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-22T15:37:27+05:30,1,0,3
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-01-22T17:01:22+05:30,0,3,2
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-01-22T18:12:48+05:30,2,7,8
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-22T20:17:38+05:30,0,6,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-23T08:46:22+05:30,2,15,10
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-23T10:00:19+05:30,2,8,8
member35@exchangemarathon.com,Member 35,Support Associate,matching,Match Makers,2026-01-23T10:08:00+05:30,1,9,7
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-23T11:33:49+05:30,2,11,7
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-23T13:02:24+05:30,2,9,9
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-01-23T13:50:40+05:30,1,19,12
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-23T15:15:28+05:30,1,18,12
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-01-23T15:59:35+05:30,1,8,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-23T16:20:25+05:30,0,11,8
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-23T17:44:07+05:30,2,9,7
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-01-23T18:52:43+05:30,3,17,12
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-01-23T20:32:46+05:30,0,11,8
member03@exchangemarathon.com,Member 03,Project Coordinator,b2b,B2B Titans,2026-01-24T08:03:32+05:30,1,8,8
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-24T10:08:10+05:30,1,13,11
member34@exchangemarathon.com,Member 34,Team Member,matching,Match Makers,2026-01-24T10:10:36+05:30,2,8,5
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-01-24T11:17:13+05:30,1,8,7
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-01-24T11:20:02+05:30,1,12,5
member16@exchangemarathon.com,Member 16,Support Associate,ir,IR Connect,2026-01-24T12:42:15+05:30,1,7,7
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-01-24T12:58:24+05:30,1,8,2
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-24T14:18:40+05:30,2,7,9
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-24T14:32:59+05:30,1,3,3
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-24T15:03:58+05:30,2,5,8
member47@exchangemarathon.com,Member 47,Team Member,marcom,Marcom Stars,2026-01-24T18:43:45+05:30,2,6,9
member04@exchangemarathon.com,Member 04,Team Member,b2b,B2B Titans,2026-01-24T20:12:52+05:30,1,14,12
member46@exchangemarathon.com,Member 46,Team Member,marcom,Marcom Stars,2026-01-24T20:42:58+05:30,2,13,11
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-01-25T08:25:54+05:30,2,12,6
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-25T11:35:53+05:30,3,18,11
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-25T12:18:48+05:30,1,16,14
member24@exchangemarathon.com,Member 24,Project Coordinator,ir,IR Explore,2026-01-25T12:45:14+05:30,1,5,2
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-01-25T13:30:37+05:30,0,4,6
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-01-25T14:47:33+05:30,2,10,5
member17@exchangemarathon.com,Member 17,Project Coordinator,ir,IR Connect,2026-01-25T16:18:44+05:30,2,9,7
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-25T18:07:52+05:30,1,13,13
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-25T18:19:28+05:30,2,15,12
member01@exchangemarathon.com,Member 01,Project Coordinator,b2b,B2B Titans,2026-01-25T19:12:55+05:30,0,6,5
member43@exchangemarathon.com,Member 43,Support Associate,marcom,Marcom Stars,2026-01-25T19:48:04+05:30,2,7,7
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-01-25T20:04:06+05:30,2,14,11
member33@exchangemarathon.com,Member 33,Team Member,matching,Match Makers,2026-01-26T08:41:28+05:30,0,1,0
member40@exchangemarathon.com,Member 40,Support Associate,matching,Match Ops,2026-01-26T09:27:31+05:30,0,6,8
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-26T10:46:21+05:30,1,20,15
member45@exchangemarathon.com,Member 45,Support Associate,marcom,Marcom Stars,2026-01-26T11:04:15+05:30,2,6,8
member25@exchangemarathon.com,Member 25,Activity Lead,ir,IR Explore,2026-01-26T12:31:03+05:30,2,10,9
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-26T13:25:05+05:30,2,11,9
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-01-26T13:43:28+05:30,0,7,9
member55@exchangemarathon.com,Member 55,Support Associate,marcom,Marcom Sparks,2026-01-26T15:25:57+05:30,1,3,1
member11@exchangemarathon.com,Member 11,Project Coordinator,b2b,B2B Hunters,2026-01-26T16:00:51+05:30,1,3,1
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-26T17:25:13+05:30,3,15,15
member44@exchangemarathon.com,Member 44,Team Member,marcom,Marcom Stars,2026-01-26T17:56:47+05:30,1,1,1
member18@exchangemarathon.com,Member 18,Support Associate,ir,IR Connect,2026-01-26T20:25:14+05:30,0,2,2
member39@exchangemarathon.com,Member 39,Project Coordinator,matching,Match Ops,2026-01-27T09:04:19+05:30,0,0,2
member37@exchangemarathon.com,Member 37,Activity Lead,matching,Match Ops,2026-01-27T09:19:54+05:30,1,6,9
member05@exchangemarathon.com,Member 05,Team Member,b2b,B2B Titans,2026-01-27T10:11:15+05:30,1,8,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-27T10:26:24+05:30,1,7,8
member38@exchangemarathon.com,Member 38,Activity Lead,matching,Match Ops,2026-01-27T11:02:43+05:30,0,12,9
member27@exchangemarathon.com,Member 27,Team Member,ir,IR Explore,2026-01-27T12:36:07+05:30,0,12,9
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-27T13:53:57+05:30,1,8,8
member15@exchangemarathon.com,Member 15,Project Coordinator,ir,IR Connect,2026-01-27T16:29:05+05:30,0,7,5
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-27T16:32:02+05:30,0,7,7
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-27T17:22:04+05:30,1,19,14
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-27T18:50:53+05:30,1,7,10
member28@exchangemarathon.com,Member 28,Support Associate,ir,IR Explore,2026-01-27T19:38:09+05:30,2,6,5
member50@exchangemarathon.com,Member 50,Support Associate,marcom,Marcom Sparks,2026-01-27T19:38:20+05:30,0,5,5
member20@exchangemarathon.com,Member 20,Project Coordinator,ir,IR Connect,2026-01-28T08:16:11+05:30,3,15,12
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-28T09:24:35+05:30,0,10,7
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-28T10:57:17+05:30,2,5,6
member49@exchangemarathon.com,Member 49,Team Member,marcom,Marcom Stars,2026-01-28T11:59:08+05:30,1,6,10
member36@exchangemarathon.com,Member 36,Team Member,matching,Match Ops,2026-01-28T14:50:37+05:30,1,11,7
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-01-28T14:54:02+05:30,1,4,0
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-28T14:58:28+05:30,0,10,5
member07@exchangemarathon.com,Member 07,Support Associate,b2b,B2B Titans,2026-01-28T16:28:21+05:30,2,16,11
member54@exchangemarathon.com,Member 54,Project Coordinator,marcom,Marcom Sparks,2026-01-28T16:47:18+05:30,1,15,13
member06@exchangemarathon.com,Member 06,Activity Lead,b2b,B2B Titans,2026-01-28T18:00:05+05:30,3,12,14
member26@exchangemarathon.com,Member 26,Team Member,ir,IR Explore,2026-01-28T19:20:21+05:30,3,20,14
member48@exchangemarathon.com,Member 48,Team Member,marcom,Marcom Stars,2026-01-28T19:36:53+05:30,2,13,14
member13@exchangemarathon.com,Member 13,Project Coordinator,b2b,B2B Hunters,2026-01-28T19:39:29+05:30,1,18,10
member41@exchangemarathon.com,Member 41,Activity Lead,matching,Match Ops,2026-01-29T08:01:07+05:30,1,11,6
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-29T08:19:25+05:30,1,9,9
member22@exchangemarathon.com,Member 22,Support Associate,ir,IR Explore,2026-01-29T08:56:48+05:30,0,9,7
member29@exchangemarathon.com,Member 29,Team Member,matching,Match Makers,2026-01-29T08:58:05+05:30,1,9,5
member56@exchangemarathon.com,Member 56,Project Coordinator,marcom,Marcom Sparks,2026-01-29T12:00:35+05:30,2,8,5
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-29T12:05:03+05:30,2,12,5
member32@exchangemarathon.com,Member 32,Support Associate,matching,Match Makers,2026-01-29T12:10:09+05:30,2,10,8
member09@exchangemarathon.com,Member 09,Activity Lead,b2b,B2B Hunters,2026-01-29T12:29:10+05:30,2,6,9
member10@exchangemarathon.com,Member 10,Project Coordinator,b2b,B2B Hunters,2026-01-29T14:04:36+05:30,0,9,10
member31@exchangemarathon.com,Member 31,Support Associate,matching,Match Makers,2026-01-29T14:13:51+05:30,1,5,7
member21@exchangemarathon.com,Member 21,Team Member,ir,IR Connect,2026-01-29T16:13:55+05:30,2,10,8
member52@exchangemarathon.com,Member 52,Project Coordinator,marcom,Marcom Sparks,2026-01-29T18:28:26+05:30,0,3,4
